Id,Title,Body,Tags,CreationDate,Y,MergedText,ProcessedText
34576542,Python - none returns from try and except clauses,"<p>the return from this code (date) is 'none' if an invalid entry is provided, then a valid entry is given. However if a valid entry is given first time, the correct return for date is given. Any tips on how I can solve it?</p>

<pre><code>def getDate():
    date = input(""Please enter the date in DD/MM/YYYY format: "")
    try:
        strptime(date, ""%d/%m/%Y"")
        return date
    except:
        print (""Invalid Date, please enter again"")
        getDate()
</code></pre>
",<python><function><validation><date><try-except>,16/01/03 12:30,LQ_CLOSE,"<python><function><validation><date><try-except>, Python - none returns from try and except clauses, <p>the return from this code (date) is 'none' if an invalid entry is provided, then a valid entry is given. However if a valid entry is given first time, the correct return for date is given. Any tips on how I can solve it?</p>

<pre><code>def getDate():
    date = input(""Please enter the date in DD/MM/YYYY format: "")
    try:
        strptime(date, ""%d/%m/%Y"")
        return date
    except:
        print (""Invalid Date, please enter again"")
        getDate()
</code></pre>
","<patron><function><variation><date><try-except>, patron - none return try except clauses, <p>the return code (date) 'none' invalid entry provided, valid entry given. howe valid entry given first time, correct return date given. tip sole it?</p> <pre><code>def sedate(): date = input(""pleas enter date did/mm/yyyy format: "") try: strptime(date, ""%d/%m/%y"") return date except: print (""invalid date, pleas enter again"") sedate() </code></pre>"
34576637,Notepad-like GUI text editor for Linux/Ubuntu (SSH into an Ubuntu Server 14.04 LTS AWS instance),"<p>I am not so familiar with Linux/Ubuntu bash command line. I am currently ssh'ing (using ConEmu) into an AWS instance (Ubuntu Server 14.04 LTS) in order to setup a Jupyter notebook server. However, in a part of the documentation in requires editing a file using the vim editor. Vim seems a but confusing right now to learn and I just need to edit a couple lines.</p>

<p>Is there something similar in linux to the windows command line:</p>

<pre><code>notepad file_name.txt
</code></pre>

<p>that opens a text file in a GUI for editing/saving. Is there a similar command line argument in Linux? Or something I can install which will give me this ability?</p>

<p>Thanks</p>
",<linux><bash><ubuntu><amazon-web-services><vim>,16/01/03 12:42,LQ_CLOSE,"<linux><bash><ubuntu><amazon-web-services><vim>, Notepad-like GUI text editor for Linux/Ubuntu (SSH into an Ubuntu Server 14.04 LTS AWS instance), <p>I am not so familiar with Linux/Ubuntu bash command line. I am currently ssh'ing (using ConEmu) into an AWS instance (Ubuntu Server 14.04 LTS) in order to setup a Jupyter notebook server. However, in a part of the documentation in requires editing a file using the vim editor. Vim seems a but confusing right now to learn and I just need to edit a couple lines.</p>

<p>Is there something similar in linux to the windows command line:</p>

<pre><code>notepad file_name.txt
</code></pre>

<p>that opens a text file in a GUI for editing/saving. Is there a similar command line argument in Linux? Or something I can install which will give me this ability?</p>

<p>Thanks</p>
","<line><base><bunt><amazon-web-services><him>, noted-like gun text editor line/bunt (ash bunt server 14.04 it a instance), <p>i familiar line/bunt base command line. current ash'ing (use condemn) a instant (bunt server 14.04 its) order set just notebook server. however, part document require edit file use him editor. him seem confuse right learn need edit couple lines.</p> <p>i cometh similar line window command line:</p> <pre><code>noted filename.txt </code></pre> <p>that open text file gun editing/saving. similar command line argument line? cometh instal give ability?</p> <p>thanks</p>"
34576659,NodeJS Express encodes the URL - how to decode,"<p>I'm using NodeJS with Express, and when I use foreign characters in the URL, they automatically get encoded.</p>

<p><strong>How do I decode it back to the original string?</strong></p>

<p>Before calling NodeJS, I escape characters.</p>

<p>So the string: <code>אובמה</code></p>

<p>Becomes <code>%u05D0%u05D5%u05D1%u05DE%u05D4</code></p>

<p>The entire URL now looks like: <code>http://localhost:32323/?query=%u05D0%u05D5%u05D1%u05DE%u05D4</code></p>

<p>Now in my NodeJS, I get the escaped string <code>%u05D0%u05D5%u05D1%u05DE%u05D4</code>.</p>

<p>This is the relevant code:</p>

<pre><code>var url_parts = url.parse(req.url, true);
var params = url_parts.query;
var query = params.query; // '%u05D0%u05D5%u05D1%u05DE%u05D4'
</code></pre>

<p>I've tried <code>url</code> and <code>querystring</code> libraries but nothing seems to fit my case.</p>

<pre><code>querystring.unescape(query); // still '%u05D0%u05D5%u05D1%u05DE%u05D4'
</code></pre>
",<node.js><express><escaping>,16/01/03 12:44,HQ,"<node.js><express><escaping>, NodeJS Express encodes the URL - how to decode, <p>I'm using NodeJS with Express, and when I use foreign characters in the URL, they automatically get encoded.</p>

<p><strong>How do I decode it back to the original string?</strong></p>

<p>Before calling NodeJS, I escape characters.</p>

<p>So the string: <code>אובמה</code></p>

<p>Becomes <code>%u05D0%u05D5%u05D1%u05DE%u05D4</code></p>

<p>The entire URL now looks like: <code>http://localhost:32323/?query=%u05D0%u05D5%u05D1%u05DE%u05D4</code></p>

<p>Now in my NodeJS, I get the escaped string <code>%u05D0%u05D5%u05D1%u05DE%u05D4</code>.</p>

<p>This is the relevant code:</p>

<pre><code>var url_parts = url.parse(req.url, true);
var params = url_parts.query;
var query = params.query; // '%u05D0%u05D5%u05D1%u05DE%u05D4'
</code></pre>

<p>I've tried <code>url</code> and <code>querystring</code> libraries but nothing seems to fit my case.</p>

<pre><code>querystring.unescape(query); // still '%u05D0%u05D5%u05D1%u05DE%u05D4'
</code></pre>
","<node.is><express><escaping>, nodes express end curl - decide, <p>i'm use nodes express, use foreign character curl, automatic get ended.</p> <p><strong>how second back origin string?</strong></p> <p>before call nodes, escape characters.</p> <p>so string: <code>אובמה</code></p> <p>become <code>%u05d0%u05d5%u05d1%u05de%u05d4</code></p> <p>the enter curl look like: <code>http://localhost:32323/?query=%u05d0%u05d5%u05d1%u05de%u05d4</code></p> <p>now nodes, get escape string <code>%u05d0%u05d5%u05d1%u05de%u05d4</code>.</p> <p>the rule code:</p> <pre><code>war url_part = curl.pause(red.curl, true); war parma = url_parts.query; war query = parts.query; // '%u05d0%u05d5%u05d1%u05de%u05d4' </code></pre> <p>i'v try <code>curl</code> <code>querystring</code> library not seem fit case.</p> <pre><code>querystring.escape(query); // still '%u05d0%u05d5%u05d1%u05de%u05d4' </code></pre>"
34576679,Python for loop - to iterate or not to iterate?,"I'm writing a hangman game using Python, based on a specific set of instructions. I specifically need to use a for loop in order to replace all the letters in a word with underscores and in fact I am succeeding in doing so. However I  have one slight issue, I'm getting a new line of underscores printed for every letter in my word. Is there a way to get rid of this? Can someone guide me on what is wrong with my logic? Thanks in advance.

    word = ""test""

    def createBlank(word):
        for letter in word:
                blanks = '_' * len(word)
                print(blanks)

My result is as you would assume:

    >>> word
    'test'
    >>> createBlank(word)
    ____ #<- only need this line to be printed.. is it even possible using a for?
    ____
    ____
    ____",<python><loops><for-loop><printf><line>,16/01/03 12:47,LQ_EDIT,"<python><loops><for-loop><printf><line>, Python for loop - to iterate or not to iterate?, I'm writing a hangman game using Python, based on a specific set of instructions. I specifically need to use a for loop in order to replace all the letters in a word with underscores and in fact I am succeeding in doing so. However I  have one slight issue, I'm getting a new line of underscores printed for every letter in my word. Is there a way to get rid of this? Can someone guide me on what is wrong with my logic? Thanks in advance.

    word = ""test""

    def createBlank(word):
        for letter in word:
                blanks = '_' * len(word)
                print(blanks)

My result is as you would assume:

    >>> word
    'test'
    >>> createBlank(word)
    ____ #<- only need this line to be printed.. is it even possible using a for?
    ____
    ____
    ____","<patron><loops><for-loop><print><line>, patron loop - inter literate?, i'm write hangman game use patron, base specie set instructions. specie need use loop order replace letter word underscor fact succeed so. howe one slight issue, i'm get new line underscor print every letter word. way get rid this? someone guide wrong logic? thank advance. word = ""test"" def createblank(word): letter word: blank = '_' * len(word) print(banks) result would assume: >>> word 'test' >>> createblank(word) ____ #<- need line printed.. even possible use for? ____ ____ ____"
34576731,Inherit ES6/TS class from non-class,"<p>Given the class is extended from non-class (including, but not limited to, function),</p>

<pre><code>function Fn() {} 

class Class extends Fn {
    constructor() {
        super();
    }
}
</code></pre>

<p>what are the the consequences? What do the specs say on that?</p>

<p>It looks like the current implementations of Babel, Google V8 and Mozilla Spidermonkey are ok with that, and TypeScript throws</p>

<blockquote>
  <p>Type '() => void' is not a constructor function type</p>
</blockquote>

<p>If this is a valid ES2015 code, what's the proper way to handle it in TypeScript?</p>
",<javascript><typescript><ecmascript-6>,16/01/03 12:53,HQ,"<javascript><typescript><ecmascript-6>, Inherit ES6/TS class from non-class, <p>Given the class is extended from non-class (including, but not limited to, function),</p>

<pre><code>function Fn() {} 

class Class extends Fn {
    constructor() {
        super();
    }
}
</code></pre>

<p>what are the the consequences? What do the specs say on that?</p>

<p>It looks like the current implementations of Babel, Google V8 and Mozilla Spidermonkey are ok with that, and TypeScript throws</p>

<blockquote>
  <p>Type '() => void' is not a constructor function type</p>
</blockquote>

<p>If this is a valid ES2015 code, what's the proper way to handle it in TypeScript?</p>
","<javascript><typescript><ecmascript-6>, inherit est/t class non-class, <p>given class extend non-class (including, limit to, function),</p> <pre><code>fact fn() {} class class extend fn { construction() { super(); } } </code></pre> <p>what consequences? speck say that?</p> <p>it look like current implement babel, good ve maxilla spidermonkey ok that, typescript throws</p> <blockquote> <p>type '() => void' construction function type</p> </blockquote> <p>if valid es2015 code, what' proper way hand typescript?</p>"
34577012,Creating a stopwatch with redux,"<p>I've been trying to make a stopwatch in react and redux. I've been having trouble trouble figuring out how to design such a thing in redux. </p>

<p>The first thing that came to mind was having a <code>START_TIMER</code> action which would set the initial <code>offset</code> value. Right after that, I use <code>setInterval</code> to fire off a <code>TICK</code> action over and over again that calculates how much time has passed by using the offset, adds it to the current time, and then updates the <code>offset</code>.</p>

<p>This approach seems to work, but I'm not sure how I would clear the interval to stop it. Also, it seems like this design is poor and there is probably a better way to do it.</p>

<p>Here is a full <a href=""https://jsfiddle.net/a94jabzd/1/"" rel=""noreferrer"">JSFiddle</a> that has the <code>START_TIMER</code> functionality working. If you just want to see what my reducer looks like right now, here it is:</p>

<pre><code>const initialState = {
  isOn: false,
  time: 0
};

const timer = (state = initialState, action) =&gt; {
  switch (action.type) {
    case 'START_TIMER':
      return {
        ...state,
        isOn: true,
        offset: action.offset
      };

    case 'STOP_TIMER':
      return {
        ...state,
        isOn: false
      };

    case 'TICK':
      return {
        ...state,
        time: state.time + (action.time - state.offset),
        offset: action.time
      };

    default: 
      return state;
  }
}
</code></pre>

<p>I would really appreciate any help.</p>
",<javascript><reactjs><ecmascript-6><redux>,16/01/03 13:25,HQ,"<javascript><reactjs><ecmascript-6><redux>, Creating a stopwatch with redux, <p>I've been trying to make a stopwatch in react and redux. I've been having trouble trouble figuring out how to design such a thing in redux. </p>

<p>The first thing that came to mind was having a <code>START_TIMER</code> action which would set the initial <code>offset</code> value. Right after that, I use <code>setInterval</code> to fire off a <code>TICK</code> action over and over again that calculates how much time has passed by using the offset, adds it to the current time, and then updates the <code>offset</code>.</p>

<p>This approach seems to work, but I'm not sure how I would clear the interval to stop it. Also, it seems like this design is poor and there is probably a better way to do it.</p>

<p>Here is a full <a href=""https://jsfiddle.net/a94jabzd/1/"" rel=""noreferrer"">JSFiddle</a> that has the <code>START_TIMER</code> functionality working. If you just want to see what my reducer looks like right now, here it is:</p>

<pre><code>const initialState = {
  isOn: false,
  time: 0
};

const timer = (state = initialState, action) =&gt; {
  switch (action.type) {
    case 'START_TIMER':
      return {
        ...state,
        isOn: true,
        offset: action.offset
      };

    case 'STOP_TIMER':
      return {
        ...state,
        isOn: false
      };

    case 'TICK':
      return {
        ...state,
        time: state.time + (action.time - state.offset),
        offset: action.time
      };

    default: 
      return state;
  }
}
</code></pre>

<p>I would really appreciate any help.</p>
","<javascript><reacts><ecmascript-6><red>, great stopwatch red, <p>i'v try make stopwatch react red. i'v trouble trouble figure design thing red. </p> <p>the first thing came mind <code>start_timer</code> action would set into <code>offset</code> value. right that, use <code>setinterval</code> fire <code>tick</code> action call much time pass use offset, add current time, update <code>offset</code>.</p> <p>the approach seem work, i'm sure would clear inter stop it. also, seem like design poor probably better way it.</p> <p>here full <a he=""http://fiddle.net/a94jabzd/1/"" red=""noreferrer"">fiddle</a> <code>start_timer</code> function working. want see reduce look like right now, is:</p> <pre><code>cost initials = { son: false, time: 0 }; cost time = (state = initialstate, action) =&it; { switch (action.type) { case 'start_timer': return { ...state, son: true, offset: action.offset }; case 'stop_timer': return { ...state, son: fall }; case 'tick': return { ...state, time: state.tim + (action.tim - state.offset), offset: action.tim }; default: return state; } } </code></pre> <p>i would really appreci help.</p>"
34578174,Are there any alternatives to T4 templates and EnvDTE for cross platform asp.net 5 development?,"<p>We currently use T4 templates to generate C# code files based on C# Code (Entity POCO's) and the EDMX (in older applications) </p>

<p>Moving to ASP.NET 5 with a view to support cross platform development, are there any code generation tools available that can read a projects class &amp; meta data structures, and to generate C# files at design time, similar to T4 templates?</p>
",<code-generation><asp.net-core><t4><entity-framework-core>,16/01/03 15:27,HQ,"<code-generation><asp.net-core><t4><entity-framework-core>, Are there any alternatives to T4 templates and EnvDTE for cross platform asp.net 5 development?, <p>We currently use T4 templates to generate C# code files based on C# Code (Entity POCO's) and the EDMX (in older applications) </p>

<p>Moving to ASP.NET 5 with a view to support cross platform development, are there any code generation tools available that can read a projects class &amp; meta data structures, and to generate C# files at design time, similar to T4 templates?</p>
","<code-generation><asp.net-core><to><entity-framework-core>, alter to temple end cross platform asp.net 5 development?, <p>we current use to temple genet c# code file base c# code (entity pock's) edge (in older applications) </p> <p>move asp.net 5 view support cross platform development, code genet tool avail read project class &amp; met data structures, genet c# file design time, similar to temples?</p>"
34578181,[Error: Failed to find 'ANDROID_HOME' environment variable. Try setting setting it manually,"<p>Im using Cordova in Linux mint 17 </p>

<p>I installed android sdk , cordova , android studio , nodejs 4 </p>

<p>problem is here
when i wanna build app in codova and run this on terminal :</p>

<p>sudo cordova build android</p>

<p>it shows </p>

<pre><code>Running command: /home/tnt/hello12/platforms/android/cordova/build 
[Error: Failed to find 'ANDROID_HOME' environment variable. Try setting setting it manually.
Failed to find 'android' command in your 'PATH'. Try update your 'PATH' to include path to valid SDK directory.]
ERROR building one of the platforms: Error: /home/tnt/hello12/platforms/android/cordova/build: Command failed with exit code 2
You may not have the required environment or OS to build this project
Error: /home/tnt/hello12/platforms/android/cordova/build: Command failed with exit code 2
</code></pre>

<p>I put this code </p>

<pre><code> export HOME=""/home/tnt""
    export ANDROID_HOME=""$HOME/android/sdk/tools""
    export ANDROID_PLATFORM_TOOLS=""$HOME/android/sdk/platform-tools""
    export PATH=""$ANDROID_HOME:$ANDROID_PLATFORM_TOOLS:$PATH""
    export JAVA_HOME=""/usr/lib/jvm/java-7-openjdk-amd64""
    export ANT_HOME=""/usr/share/ant""
    export PATH=""$ANT_HOME/bin:$PATH""
    export ANDROID_HOME=""/home/tnt/android/sdk/tools""
</code></pre>

<p>on  my </p>

<pre><code>/home/tnt/.bash_profile  
/home/tnt/.bashrc
/home/tnt/.profile  
/root/.bash_profile  
/root/.bashrc
/root/.profile 
</code></pre>

<p>but it wont works</p>
",<android><linux><cordova>,16/01/03 15:28,HQ,"<android><linux><cordova>, [Error: Failed to find 'ANDROID_HOME' environment variable. Try setting setting it manually, <p>Im using Cordova in Linux mint 17 </p>

<p>I installed android sdk , cordova , android studio , nodejs 4 </p>

<p>problem is here
when i wanna build app in codova and run this on terminal :</p>

<p>sudo cordova build android</p>

<p>it shows </p>

<pre><code>Running command: /home/tnt/hello12/platforms/android/cordova/build 
[Error: Failed to find 'ANDROID_HOME' environment variable. Try setting setting it manually.
Failed to find 'android' command in your 'PATH'. Try update your 'PATH' to include path to valid SDK directory.]
ERROR building one of the platforms: Error: /home/tnt/hello12/platforms/android/cordova/build: Command failed with exit code 2
You may not have the required environment or OS to build this project
Error: /home/tnt/hello12/platforms/android/cordova/build: Command failed with exit code 2
</code></pre>

<p>I put this code </p>

<pre><code> export HOME=""/home/tnt""
    export ANDROID_HOME=""$HOME/android/sdk/tools""
    export ANDROID_PLATFORM_TOOLS=""$HOME/android/sdk/platform-tools""
    export PATH=""$ANDROID_HOME:$ANDROID_PLATFORM_TOOLS:$PATH""
    export JAVA_HOME=""/usr/lib/jvm/java-7-openjdk-amd64""
    export ANT_HOME=""/usr/share/ant""
    export PATH=""$ANT_HOME/bin:$PATH""
    export ANDROID_HOME=""/home/tnt/android/sdk/tools""
</code></pre>

<p>on  my </p>

<pre><code>/home/tnt/.bash_profile  
/home/tnt/.bashrc
/home/tnt/.profile  
/root/.bash_profile  
/root/.bashrc
/root/.profile 
</code></pre>

<p>but it wont works</p>
","<andros><line><corpora>, [error: fail find 'android_home' environs variable. try set set mentally, <p>in use corpora line mint 17 </p> <p>i instal andros sd , corpora , andros studio , nodes 4 </p> <p>problem anna build pp corona run german :</p> <p>so corpora build andros</p> <p>it show </p> <pre><code>run command: /home/tent/hello/platforms/andros/corpora/build [error: fail find 'android_home' environs variable. try set set mentally. fail find 'andros' command 'path'. try update 'path' include path valid sd directory.] error build one platforms: error: /home/tent/hello/platforms/andros/corpora/build: command fail exit code 2 may require environs os build project error: /home/tent/hello/platforms/andros/corpora/build: command fail exit code 2 </code></pre> <p>i put code </p> <pre><code> export home=""/home/tent"" export android_home=""$home/andros/sd/tools"" export android_platform_tools=""$home/andros/sd/platform-tools"" export path=""$android_home:$android_platform_tools:$path"" export java_home=""/us/limb/jem/cava-7-opened-amd64"" export ant_home=""/us/share/ant"" export path=""$ant_home/bin:$path"" export android_home=""/home/tent/andros/sd/tools"" </code></pre> <p>on </p> <pre><code>/home/tent/.bash_profil /home/tent/.basic /home/tent/.profit /root/.bash_profil /root/.basic /root/.profit </code></pre> <p>but wont works</p>"
34578677,How to ignore a particular directory or file for tslint?,"<p>The IDE being used is WebStorm 11.0.3, the tslint is configured and works, but, it hangs because it tries to parse large *.d.ts library files. </p>

<p>Is there a way to ignore a particular file or directory?</p>
",<javascript><ide><typescript><webstorm><tslint>,16/01/03 16:16,HQ,"<javascript><ide><typescript><webstorm><tslint>, How to ignore a particular directory or file for tslint?, <p>The IDE being used is WebStorm 11.0.3, the tslint is configured and works, but, it hangs because it tries to parse large *.d.ts library files. </p>

<p>Is there a way to ignore a particular file or directory?</p>
","<javascript><side><typescript><webster><talent>, ignore particular director file talent?, <p>the side use webster 11.0.3, talent configur works, but, hang try part large *.d.t library files. </p> <p>i way ignore particular file directory?</p>"
34579213,DBSCAN for clustering of geographic location data,"<p>I have a dataframe with latitude and longitude pairs.</p>

<p>Here is my dataframe look like.</p>

<pre><code>    order_lat  order_long
0   19.111841   72.910729
1   19.111342   72.908387
2   19.111342   72.908387
3   19.137815   72.914085
4   19.119677   72.905081
5   19.119677   72.905081
6   19.119677   72.905081
7   19.120217   72.907121
8   19.120217   72.907121
9   19.119677   72.905081
10  19.119677   72.905081
11  19.119677   72.905081
12  19.111860   72.911346
13  19.111860   72.911346
14  19.119677   72.905081
15  19.119677   72.905081
16  19.119677   72.905081
17  19.137815   72.914085
18  19.115380   72.909144
19  19.115380   72.909144
20  19.116168   72.909573
21  19.119677   72.905081
22  19.137815   72.914085
23  19.137815   72.914085
24  19.112955   72.910102
25  19.112955   72.910102
26  19.112955   72.910102
27  19.119677   72.905081
28  19.119677   72.905081
29  19.115380   72.909144
30  19.119677   72.905081
31  19.119677   72.905081
32  19.119677   72.905081
33  19.119677   72.905081
34  19.119677   72.905081
35  19.111860   72.911346
36  19.111841   72.910729
37  19.131674   72.918510
38  19.119677   72.905081
39  19.111860   72.911346
40  19.111860   72.911346
41  19.111841   72.910729
42  19.111841   72.910729
43  19.111841   72.910729
44  19.115380   72.909144
45  19.116625   72.909185
46  19.115671   72.908985
47  19.119677   72.905081
48  19.119677   72.905081
49  19.119677   72.905081
50  19.116183   72.909646
51  19.113827   72.893833
52  19.119677   72.905081
53  19.114100   72.894985
54  19.107491   72.901760
55  19.119677   72.905081
</code></pre>

<p>I want to cluster this points which are nearest to each other(200 meters distance) following is my distance matrix.</p>

<pre><code>from scipy.spatial.distance import pdist, squareform
distance_matrix = squareform(pdist(X, (lambda u,v: haversine(u,v))))

array([[ 0.        ,  0.2522482 ,  0.2522482 , ...,  1.67313071,
     1.05925366,  1.05420922],
   [ 0.2522482 ,  0.        ,  0.        , ...,  1.44111548,
     0.81742536,  0.98978355],
   [ 0.2522482 ,  0.        ,  0.        , ...,  1.44111548,
     0.81742536,  0.98978355],
   ..., 
   [ 1.67313071,  1.44111548,  1.44111548, ...,  0.        ,
     1.02310118,  1.22871515],
   [ 1.05925366,  0.81742536,  0.81742536, ...,  1.02310118,
     0.        ,  1.39923529],
   [ 1.05420922,  0.98978355,  0.98978355, ...,  1.22871515,
     1.39923529,  0.        ]])
</code></pre>

<p>Then I am applying DBSCAN clustering algorithm on distance matrix.</p>

<pre><code> from sklearn.cluster import DBSCAN

 db = DBSCAN(eps=2,min_samples=5)
 y_db = db.fit_predict(distance_matrix)
</code></pre>

<p>I don't know how to choose eps &amp; min_samples value. It clusters the points which are way too far, in one cluster.(approx 2 km in distance) Is it because it calculates euclidean distance while clustering? please help.</p>
",<python><cluster-analysis><dbscan>,16/01/03 17:09,HQ,"<python><cluster-analysis><dbscan>, DBSCAN for clustering of geographic location data, <p>I have a dataframe with latitude and longitude pairs.</p>

<p>Here is my dataframe look like.</p>

<pre><code>    order_lat  order_long
0   19.111841   72.910729
1   19.111342   72.908387
2   19.111342   72.908387
3   19.137815   72.914085
4   19.119677   72.905081
5   19.119677   72.905081
6   19.119677   72.905081
7   19.120217   72.907121
8   19.120217   72.907121
9   19.119677   72.905081
10  19.119677   72.905081
11  19.119677   72.905081
12  19.111860   72.911346
13  19.111860   72.911346
14  19.119677   72.905081
15  19.119677   72.905081
16  19.119677   72.905081
17  19.137815   72.914085
18  19.115380   72.909144
19  19.115380   72.909144
20  19.116168   72.909573
21  19.119677   72.905081
22  19.137815   72.914085
23  19.137815   72.914085
24  19.112955   72.910102
25  19.112955   72.910102
26  19.112955   72.910102
27  19.119677   72.905081
28  19.119677   72.905081
29  19.115380   72.909144
30  19.119677   72.905081
31  19.119677   72.905081
32  19.119677   72.905081
33  19.119677   72.905081
34  19.119677   72.905081
35  19.111860   72.911346
36  19.111841   72.910729
37  19.131674   72.918510
38  19.119677   72.905081
39  19.111860   72.911346
40  19.111860   72.911346
41  19.111841   72.910729
42  19.111841   72.910729
43  19.111841   72.910729
44  19.115380   72.909144
45  19.116625   72.909185
46  19.115671   72.908985
47  19.119677   72.905081
48  19.119677   72.905081
49  19.119677   72.905081
50  19.116183   72.909646
51  19.113827   72.893833
52  19.119677   72.905081
53  19.114100   72.894985
54  19.107491   72.901760
55  19.119677   72.905081
</code></pre>

<p>I want to cluster this points which are nearest to each other(200 meters distance) following is my distance matrix.</p>

<pre><code>from scipy.spatial.distance import pdist, squareform
distance_matrix = squareform(pdist(X, (lambda u,v: haversine(u,v))))

array([[ 0.        ,  0.2522482 ,  0.2522482 , ...,  1.67313071,
     1.05925366,  1.05420922],
   [ 0.2522482 ,  0.        ,  0.        , ...,  1.44111548,
     0.81742536,  0.98978355],
   [ 0.2522482 ,  0.        ,  0.        , ...,  1.44111548,
     0.81742536,  0.98978355],
   ..., 
   [ 1.67313071,  1.44111548,  1.44111548, ...,  0.        ,
     1.02310118,  1.22871515],
   [ 1.05925366,  0.81742536,  0.81742536, ...,  1.02310118,
     0.        ,  1.39923529],
   [ 1.05420922,  0.98978355,  0.98978355, ...,  1.22871515,
     1.39923529,  0.        ]])
</code></pre>

<p>Then I am applying DBSCAN clustering algorithm on distance matrix.</p>

<pre><code> from sklearn.cluster import DBSCAN

 db = DBSCAN(eps=2,min_samples=5)
 y_db = db.fit_predict(distance_matrix)
</code></pre>

<p>I don't know how to choose eps &amp; min_samples value. It clusters the points which are way too far, in one cluster.(approx 2 km in distance) Is it because it calculates euclidean distance while clustering? please help.</p>
","<patron><cluster-analysis><duncan>, duncan cluster geography local data, <p>i datafram latitude longitude pairs.</p> <p>here datafram look like.</p> <pre><code> order_lat order_long 0 19.111841 72.910729 1 19.111342 72.908387 2 19.111342 72.908387 3 19.137815 72.914085 4 19.119677 72.905081 5 19.119677 72.905081 6 19.119677 72.905081 7 19.120217 72.907121 8 19.120217 72.907121 9 19.119677 72.905081 10 19.119677 72.905081 11 19.119677 72.905081 12 19.111860 72.911346 13 19.111860 72.911346 14 19.119677 72.905081 15 19.119677 72.905081 16 19.119677 72.905081 17 19.137815 72.914085 18 19.115380 72.909144 19 19.115380 72.909144 20 19.116168 72.909573 21 19.119677 72.905081 22 19.137815 72.914085 23 19.137815 72.914085 24 19.112955 72.910102 25 19.112955 72.910102 26 19.112955 72.910102 27 19.119677 72.905081 28 19.119677 72.905081 29 19.115380 72.909144 30 19.119677 72.905081 31 19.119677 72.905081 32 19.119677 72.905081 33 19.119677 72.905081 34 19.119677 72.905081 35 19.111860 72.911346 36 19.111841 72.910729 37 19.131674 72.918510 38 19.119677 72.905081 39 19.111860 72.911346 40 19.111860 72.911346 41 19.111841 72.910729 42 19.111841 72.910729 43 19.111841 72.910729 44 19.115380 72.909144 45 19.116625 72.909185 46 19.115671 72.908985 47 19.119677 72.905081 48 19.119677 72.905081 49 19.119677 72.905081 50 19.116183 72.909646 51 19.113827 72.893833 52 19.119677 72.905081 53 19.114100 72.894985 54 19.107491 72.901760 55 19.119677 72.905081 </code></pre> <p>i want cluster point nearest other(200 peter distance) follow distance matrix.</p> <pre><code>from city.spatial.list import point, squareform distance_matrix = squareform(point(x, (labia u,v: haversian(u,v)))) array([[ 0. , 0.2522482 , 0.2522482 , ..., 1.67313071, 1.05925366, 1.05420922], [ 0.2522482 , 0. , 0. , ..., 1.44111548, 0.81742536, 0.98978355], [ 0.2522482 , 0. , 0. , ..., 1.44111548, 0.81742536, 0.98978355], ..., [ 1.67313071, 1.44111548, 1.44111548, ..., 0. , 1.02310118, 1.22871515], [ 1.05925366, 0.81742536, 0.81742536, ..., 1.02310118, 0. , 1.39923529], [ 1.05420922, 0.98978355, 0.98978355, ..., 1.22871515, 1.39923529, 0. ]]) </code></pre> <p>then apply duncan cluster algorithm distance matrix.</p> <pre><code> learn.crust import duncan do = duncan(es=2,min_samples=5) y_db = do.fit_predict(distance_matrix) </code></pre> <p>i know choose up &amp; min_sampl value. cluster point way far, one cluster.(approve 2 km distance) call euclidean distance fluttering? pleas help.</p>"
34579243,how to do this on bootstrap,"<p>I am new in using bootstrap and I want to know how to do this in desktop size:</p>

<pre><code> -----------------------
 |  table1 |  table2   |
 -----------           |
 | table3  |           |
 -----------           |
 |  table4 |           |
 -----------------------
</code></pre>

<p>Glad if you would help me.</p>
",<css><html>,16/01/03 17:11,LQ_CLOSE,"<css><html>, how to do this on bootstrap, <p>I am new in using bootstrap and I want to know how to do this in desktop size:</p>

<pre><code> -----------------------
 |  table1 |  table2   |
 -----------           |
 | table3  |           |
 -----------           |
 |  table4 |           |
 -----------------------
</code></pre>

<p>Glad if you would help me.</p>
","<iss><html>, bootstrap, <p>i new use bootstrap want know desktop size:</p> <pre><code> ----------------------- | table | table | ----------- | | table | | ----------- | | table | | ----------------------- </code></pre> <p>glad would help me.</p>"
